#Title: Towards Detecting The 2175 Angstrom Dust Feature Associated With Strong
#       High Redshift Mg II Absorption Lines
#Authors: Jiang P., Ge J., Zhou H., Wang J., Wang T.
#Table: Median Composite DR7 Quasar Spectrum
#================================================================================
#Byte-by-byte Description of file: apj387309t1_mrt.txt
#--------------------------------------------------------------------------------
#   Bytes Format Units   Label  Explanations
#--------------------------------------------------------------------------------
#   1-  6 F6.1   0.1nm   Wave   Wavelength; in Angstroms
#   8- 14 F7.3   ---     flamb  Monochromatic flux; arbitrary units
#  16- 20 F5.3   ---   e_flamb  Uncertainty in flamb
#--------------------------------------------------------------------------------
1537.0  50.370 0.022
1538.0  51.373 0.022
1539.0  52.524 0.022
1540.0  53.579 0.022
1541.0  54.695 0.022
1542.0  55.874 0.022
1543.0  56.959 0.022
1544.0  57.875 0.022
1545.0  58.755 0.022
1546.0  59.335 0.022
1547.0  59.531 0.022
1548.0  59.517 0.022
1549.0  59.072 0.022
1550.0  58.245 0.021
1551.0  57.092 0.021
1552.0  55.792 0.021
1553.0  54.389 0.021
1554.0  52.792 0.021
1555.0  51.331 0.021
1556.0  49.870 0.020
1557.0  48.449 0.020
1558.0  47.082 0.020
1559.0  45.897 0.020
1560.0  44.814 0.019
1561.0  43.765 0.019
1562.0  42.815 0.019
1563.0  41.967 0.019
1564.0  41.192 0.019
1565.0  40.526 0.019
1566.0  39.890 0.019
1567.0  39.305 0.018
1568.0  38.768 0.018
1569.0  38.237 0.018
1570.0  37.806 0.018
1571.0  37.380 0.018
1572.0  37.024 0.018
1573.0  36.671 0.018
1574.0  36.313 0.018
1575.0  36.017 0.018
1576.0  35.697 0.018
1577.0  35.451 0.018
1578.0  35.210 0.017
1579.0  34.986 0.017
1580.0  34.752 0.017
1581.0  34.551 0.017
1582.0  34.307 0.017
1583.0  34.153 0.017
1584.0  33.966 0.017
1585.0  33.809 0.017
1586.0  33.754 0.017
1587.0  33.615 0.017
1588.0  33.425 0.017
1589.0  33.288 0.017
1590.0  33.196 0.017
1591.0  33.082 0.017
1592.0  33.044 0.017
1593.0  32.992 0.017
1594.0  32.895 0.017
1595.0  32.764 0.017
1596.0  32.699 0.016
1597.0  32.742 0.016
1598.0  32.736 0.016
1599.0  32.710 0.016
1600.0  32.653 0.016
1601.0  32.612 0.016
1602.0  32.599 0.016
1603.0  32.541 0.016
1604.0  32.597 0.016
1605.0  32.607 0.016
1606.0  32.628 0.016
1607.0  32.430 0.016
1608.0  32.299 0.016
1609.0  32.302 0.016
1610.0  32.449 0.016
1611.0  32.489 0.016
1612.0  32.369 0.016
1613.0  32.290 0.016
1614.0  32.378 0.016
1615.0  32.467 0.016
1616.0  32.402 0.016
1617.0  32.279 0.016
1618.0  32.199 0.016
1619.0  32.237 0.016
1620.0  32.257 0.016
1621.0  32.313 0.016
1622.0  32.369 0.016
1623.0  32.417 0.016
1624.0  32.373 0.015
1625.0  32.303 0.015
1626.0  32.285 0.015
1627.0  32.385 0.015
1628.0  32.461 0.015
1629.0  32.499 0.015
1630.0  32.523 0.015
1631.0  32.561 0.015
1632.0  32.624 0.015
1633.0  32.670 0.015
1634.0  32.722 0.015
1635.0  32.736 0.015
1636.0  32.810 0.015
1637.0  32.846 0.015
1638.0  32.840 0.015
1639.0  32.720 0.015
1640.0  32.561 0.015
1641.0  32.420 0.015
1642.0  32.328 0.015
1643.0  32.141 0.015
1644.0  31.858 0.015
1645.0  31.502 0.015
1646.0  31.229 0.015
1647.0  31.127 0.015
1648.0  31.051 0.015
1649.0  31.032 0.015
1650.0  30.954 0.015
1651.0  30.862 0.015
1652.0  30.831 0.014
1653.0  30.750 0.014
1654.0  30.705 0.014
1655.0  30.720 0.014
1656.0  30.720 0.014
1657.0  30.762 0.014
1658.0  30.733 0.014
1659.0  30.764 0.014
1660.0  30.792 0.014
1661.0  30.788 0.014
1662.0  30.791 0.014
1663.0  30.723 0.014
1664.0  30.630 0.014
1665.0  30.589 0.014
1666.0  30.485 0.014
1667.0  30.396 0.014
1668.0  30.261 0.014
1669.0  30.109 0.014
1670.0  29.925 0.014
1671.0  29.756 0.014
1672.0  29.567 0.014
1673.0  29.456 0.014
1674.0  29.327 0.014
1675.0  29.087 0.014
1676.0  28.856 0.014
1677.0  28.597 0.013
1678.0  28.504 0.013
1679.0  28.410 0.013
1680.0  28.277 0.013
1681.0  28.135 0.013
1682.0  27.977 0.013
1683.0  27.872 0.013
1684.0  27.770 0.013
1685.0  27.633 0.013
1686.0  27.558 0.013
1687.0  27.441 0.013
