4.850000000000000728e+04 0.000000000000000000e+00
4.852571428571428987e+04 0.000000000000000000e+00
4.855142857142857974e+04 0.000000000000000000e+00
4.857714285714286234e+04 0.000000000000000000e+00
4.860285714285715221e+04 0.000000000000000000e+00
4.862857142857142753e+04 0.000000000000000000e+00
4.865428571428571740e+04 0.000000000000000000e+00
4.868000000000000000e+04 0.000000000000000000e+00
4.870571428571428987e+04 0.000000000000000000e+00
4.873142857142857974e+04 0.000000000000000000e+00
4.875714285714286234e+04 0.000000000000000000e+00
4.878285714285715221e+04 0.000000000000000000e+00
4.880857142857143481e+04 0.000000000000000000e+00
4.883428571428572468e+04 0.000000000000000000e+00
4.886000000000000000e+04 0.000000000000000000e+00
4.888571428571428987e+04 0.000000000000000000e+00
4.891142857142857247e+04 0.000000000000000000e+00
4.893714285714286234e+04 0.000000000000000000e+00
4.896285714285714494e+04 0.000000000000000000e+00
4.898857142857143481e+04 0.000000000000000000e+00
4.901428571428572468e+04 0.000000000000000000e+00
4.904000000000000728e+04 0.000000000000000000e+00
4.906571428571429715e+04 0.000000000000000000e+00
4.909142857142857247e+04 0.000000000000000000e+00
4.911714285714286234e+04 0.000000000000000000e+00
4.914285714285714494e+04 0.000000000000000000e+00
4.916857142857143481e+04 0.000000000000000000e+00
4.919428571428571740e+04 0.000000000000000000e+00
4.922000000000000728e+04 0.000000000000000000e+00
4.924571428571428987e+04 0.000000000000000000e+00
4.927142857142857974e+04 0.000000000000000000e+00
4.929714285714286962e+04 0.000000000000000000e+00
4.932285714285714494e+04 0.000000000000000000e+00
4.934857142857142753e+04 0.000000000000000000e+00
4.937428571428571740e+04 0.000000000000000000e+00
4.940000000000000728e+04 0.000000000000000000e+00
4.942571428571428987e+04 0.000000000000000000e+00
4.945142857142857974e+04 0.000000000000000000e+00
4.947714285714286234e+04 0.000000000000000000e+00
4.950285714285715221e+04 1.262626262626264251e-04
4.952857142857143481e+04 1.262626262626264251e-04
4.955428571428571740e+04 1.262626262626264251e-04
4.958000000000000000e+04 1.262626262626264251e-04
4.960571428571428987e+04 1.262626262626264251e-04
4.963142857142857247e+04 1.262626262626264251e-04
4.965714285714286234e+04 1.262626262626264251e-04
4.968285714285715221e+04 1.262626262626264251e-04
4.970857142857143481e+04 1.262626262626264251e-04
4.973428571428572468e+04 1.262626262626264251e-04
4.976000000000000728e+04 1.262626262626264251e-04
4.978571428571428987e+04 1.262626262626264251e-04
4.981142857142857247e+04 1.262626262626264251e-04
4.983714285714286234e+04 1.262626262626264251e-04
4.986285714285714494e+04 1.262626262626264251e-04
4.988857142857143481e+04 1.262626262626264251e-04
4.991428571428571740e+04 1.262626262626264251e-04
4.994000000000000728e+04 1.262626262626264251e-04
4.996571428571428987e+04 1.262626262626264251e-04
4.999142857142857247e+04 1.262626262626264251e-04
5.001714285714285506e+04 1.262626262626264251e-04
5.004285714285714494e+04 1.262626262626264251e-04
5.006857142857143481e+04 1.262626262626264251e-04
5.009428571428571740e+04 1.262626262626264251e-04
5.012000000000000728e+04 1.262626262626264251e-04
5.014571428571428987e+04 1.262626262626264251e-04
5.017142857142857974e+04 1.262626262626264251e-04
5.019714285714286234e+04 1.262626262626264251e-04
5.022285714285715221e+04 1.262626262626264251e-04
5.024857142857142753e+04 1.262626262626264251e-04
5.027428571428571740e+04 1.262626262626264251e-04
5.030000000000000000e+04 1.262626262626264251e-04
5.032571428571428987e+04 1.262626262626264251e-04
5.035142857142857247e+04 1.262626262626264251e-04
5.037714285714286234e+04 1.262626262626264251e-04
5.040285714285715221e+04 1.262626262626264251e-04
5.042857142857143481e+04 1.262626262626264251e-04
5.045428571428571013e+04 1.262626262626264251e-04
5.048000000000000000e+04 1.262626262626264251e-04
5.050571428571428987e+04 1.262626262626264251e-04
5.053142857142857247e+04 1.262626262626264251e-04
5.055714285714286234e+04 1.262626262626264251e-04
5.058285714285714494e+04 1.262626262626264251e-04
5.060857142857143481e+04 1.262626262626264251e-04
5.063428571428571740e+04 1.262626262626264251e-04
5.066000000000000728e+04 1.262626262626264251e-04
5.068571428571429715e+04 1.262626262626264251e-04
5.071142857142857247e+04 1.262626262626264251e-04
5.073714285714285506e+04 1.262626262626264251e-04
5.076285714285714494e+04 1.262626262626264251e-04
5.078857142857143481e+04 1.262626262626264251e-04
5.081428571428571740e+04 1.262626262626264251e-04
5.084000000000000728e+04 1.262626262626264251e-04
5.086571428571428987e+04 1.262626262626264251e-04
5.089142857142857974e+04 1.262626262626264251e-04
5.091714285714285506e+04 1.262626262626264251e-04
5.094285714285714494e+04 1.262626262626264251e-04
5.096857142857142753e+04 1.262626262626264251e-04
5.099428571428571740e+04 1.262626262626264251e-04
5.102000000000000000e+04 1.262626262626264251e-04
5.104571428571428987e+04 1.262626262626264251e-04
5.107142857142857974e+04 1.262626262626264251e-04
5.109714285714286234e+04 1.262626262626264251e-04
5.112285714285715221e+04 1.262626262626264251e-04
5.114857142857143481e+04 1.262626262626264251e-04
5.117428571428571740e+04 1.262626262626264251e-04
5.120000000000000000e+04 1.262626262626264251e-04
5.122571428571428987e+04 1.262626262626264251e-04
5.125142857142857247e+04 1.262626262626264251e-04
5.127714285714286234e+04 1.262626262626264251e-04
5.130285714285714494e+04 1.262626262626264251e-04
5.132857142857143481e+04 1.262626262626264251e-04
5.135428571428572468e+04 1.262626262626264251e-04
5.138000000000000000e+04 1.262626262626264251e-04
